gbstring@exacuk,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number,,,,,,,,,,,,,,,,,,,,
315,06/05/2017 01:00,19.5,58.5,11.2,,,,,,,,,,,,,,,,,,,,,
316,06/05/2017 02:00,19.5,59,11.3,,,,,,,,,,,,,,,,,,,,,
317,06/05/2017 03:00,19,59.5,10.9,,,,,,,,,,,,,,,,,,,,,
318,06/05/2017 04:00,19,60,11.1,,,,,,,,,,,,,,,,,,,,,
319,06/05/2017 05:00,19,60.5,11.2,,,,,,,,,,,,,,,,,,,,,
320,06/05/2017 06:00,19,60.5,11.2,,,,,,,,,,,,,,,,,,,,,
321,06/05/2017 07:00,19,61,11.3,,,,,,,,,,,,,,,,,,,,,
322,06/05/2017 08:00,19,61,11.3,,,,,,,,,,,,,,,,,,,,,
323,06/05/2017 09:00,19.5,61.5,11.9,,,,,,,,,,,,,,,,,,,,,
324,06/05/2017 10:00,19.5,61,11.8,,,,,,,,,,,,,,,,,,,,,
325,06/05/2017 11:00,19.5,60.5,11.7,,,,,,,,,,,,,,,,,,,,,
326,06/05/2017 12:00,19.5,60,11.5,,,,,,,,,,,,,,,,,,,,,
327,06/05/2017 13:00,19.5,60.5,11.7,,,,,,,,,,,,,,,,,,,,,
328,06/05/2017 14:00,20,60.5,12.1,,,,,,,,,,,,,,,,,,,,,
329,06/05/2017 15:00,20,60,12,,,,,,,,,,,,,,,,,,,,,
330,06/05/2017 16:00,20,60,12,,,,,,,,,,,,,,,,,,,,,
331,06/05/2017 17:00,20,60,12,,,,,,,,,,,,,,,,,,,,,
332,06/05/2017 18:00,20,60,12,,,,,,,,,,,,,,,,,,,,,
333,06/05/2017 19:00,20,60,12,,,,,,,,,,,,,,,,,,,,,
334,06/05/2017 20:00,20,60.5,12.1,,,,,,,,,,,,,,,,,,,,,
335,06/05/2017 21:00,20,60.5,12.1,,,,,,,,,,,,,,,,,,,,,
336,06/05/2017 22:00,20,60.5,12.1,,,,,,,,,,,,,,,,,,,,,
337,06/05/2017 23:00,20,60.5,12.1,,,,,,,,,,,,,,,,,,,,,
338,07/05/2017 00:00,19.5,60.5,11.7,,,,,,,,,,,,,,,,,,,,,
339,07/05/2017 01:00,19.5,61,11.8,,,,,,,,,,,,,,,,,,,,,
340,07/05/2017 02:00,19.5,61,11.8,,,,,,,,,,,,,,,,,,,,,
341,07/05/2017 03:00,19.5,61,11.8,,,,,,,,,,,,,,,,,,,,,
342,07/05/2017 04:00,19.5,61,11.8,,,,,,,,,,,,,,,,,,,,,
343,07/05/2017 05:00,19.5,61,11.8,,,,,,,,,,,,,,,,,,,,,
344,07/05/2017 06:00,19.5,61.5,11.9,,,,,,,,,,,,,,,,,,,,,
345,07/05/2017 07:00,19.5,61.5,11.9,,,,,,,,,,,,,,,,,,,,,
346,07/05/2017 08:00,20,62,12.5,,,,,,,,,,,,,,,,,,,,,
347,07/05/2017 09:00,20,62.5,12.6,,,,,,,,,,,,,,,,,,,,,
348,07/05/2017 10:00,21,64,13.9,,,,,,,,,,,,,,,,,,,,,
349,07/05/2017 11:00,21.5,63.5,14.3,,,,,,,,,,,,,,,,,,,,,
350,07/05/2017 12:00,21.5,63,14.2,,,,,,,,,,,,,,,,,,,,,
351,07/05/2017 13:00,21.5,63,14.2,,,,,,,,,,,,,,,,,,,,,
352,07/05/2017 14:00,21.5,62.5,14,,,,,,,,,,,,,,,,,,,,,
353,07/05/2017 15:00,21.5,62,13.9,,,,,,,,,,,,,,,,,,,,,
354,07/05/2017 16:00,21.5,62,13.9,,,,,,,,,,,,,,,,,,,,,
355,07/05/2017 17:00,21,61.5,13.3,,,,,,,,,,,,,,,,,,,,,
356,07/05/2017 18:00,21,62,13.4,,,,,,,,,,,,,,,,,,,,,
357,07/05/2017 19:00,21,61.5,13.3,,,,,,,,,,,,,,,,,,,,,
358,07/05/2017 20:00,21,62.5,13.6,,,,,,,,,,,,,,,,,,,,,
359,07/05/2017 21:00,21,62.5,13.6,,,,,,,,,,,,,,,,,,,,,
360,07/05/2017 22:00,21,62.5,13.6,,,,,,,,,,,,,,,,,,,,,
361,07/05/2017 23:00,20.5,62,13,,,,,,,,,,,,,,,,,,,,,
362,08/05/2017 00:00,20.5,62,13,,,,,,,,,,,,,,,,,,,,,
363,08/05/2017 01:00,20.5,62.5,13.1,,,,,,,,,,,,,,,,,,,,,
364,08/05/2017 02:00,20.5,62.5,13.1,,,,,,,,,,,,,,,,,,,,,
365,08/05/2017 03:00,20.5,62.5,13.1,,,,,,,,,,,,,,,,,,,,,
366,08/05/2017 04:00,20,62.5,12.6,,,,,,,,,,,,,,,,,,,,,
367,08/05/2017 05:00,20,62.5,12.6,,,,,,,,,,,,,,,,,,,,,
368,08/05/2017 06:00,20,63,12.7,,,,,,,,,,,,,,,,,,,,,
369,08/05/2017 07:00,20,63,12.7,,,,,,,,,,,,,,,,,,,,,
370,08/05/2017 08:00,18,51,7.7,,,,,,,,,,,,,,,,,,,,,
371,08/05/2017 09:00,21,55.5,11.8,,,,,,,,,,,,,,,,,,,,,
372,08/05/2017 10:00,22.5,54,12.7,,,,,,,,,,,,,,,,,,,,,
373,08/05/2017 11:00,23.5,50,12.5,,,,,,,,,,,,,,,,,,,,,
374,08/05/2017 12:00,26.5,48.5,14.8,,,,,,,,,,,,,,,,,,,,,
375,08/05/2017 13:00,22,52.5,11.8,,,,,,,,,,,,,,,,,,,,,
376,08/05/2017 14:00,21.5,55,12.1,,,,,,,,,,,,,,,,,,,,,
377,08/05/2017 15:00,22,56,12.8,,,,,,,,,,,,,,,,,,,,,
378,08/05/2017 16:00,24,53,13.8,,,,,,,,,,,,,,,,,,,,,
379,08/05/2017 17:00,24.5,50,13.4,,,,,,,,,,,,,,,,,,,,,
380,08/05/2017 18:00,24.5,52,14,,,,,,,,,,,,,,,,,,,,,
381,08/05/2017 19:00,24.5,51,13.7,,,,,,,,,,,,,,,,,,,,,
382,08/05/2017 20:00,24,45.5,11.5,,,,,,,,,,,,,,,,,,,,,
383,08/05/2017 21:00,22,41.5,8.3,,,,,,,,,,,,,,,,,,,,,
384,08/05/2017 22:00,22,52.5,11.8,,,,,,,,,,,,,,,,,,,,,
385,08/05/2017 23:00,21.5,55,12.1,,,,,,,,,,,,,,,,,,,,,
386,09/05/2017 00:00,21,56,11.9,,,,,,,,,,,,,,,,,,,,,
387,09/05/2017 01:00,21,56.5,12,,,,,,,,,,,,,,,,,,,,,
388,09/05/2017 02:00,21,57,12.2,,,,,,,,,,,,,,,,,,,,,
389,09/05/2017 03:00,20.5,57.5,11.8,,,,,,,,,,,,,,,,,,,,,
390,09/05/2017 04:00,20.5,57.5,11.8,,,,,,,,,,,,,,,,,,,,,
391,09/05/2017 05:00,20.5,58,12,,,,,,,,,,,,,,,,,,,,,
392,09/05/2017 06:00,20,59,11.7,,,,,,,,,,,,,,,,,,,,,
393,09/05/2017 07:00,20,59.5,11.9,,,,,,,,,,,,,,,,,,,,,
394,09/05/2017 08:00,17,49.5,6.4,,,,,,,,,,,,,,,,,,,,,
395,09/05/2017 09:00,19,51.5,8.8,,,,,,,,,,,,,,,,,,,,,
396,09/05/2017 10:00,18.5,52.5,8.6,,,,,,,,,,,,,,,,,,,,,
397,09/05/2017 11:00,18.5,50,7.9,,,,,,,,,,,,,,,,,,,,,
398,09/05/2017 12:00,18.5,52.5,8.6,,,,,,,,,,,,,,,,,,,,,
399,09/05/2017 13:00,18.5,52,8.5,,,,,,,,,,,,,,,,,,,,,
400,09/05/2017 14:00,19,49,8.1,,,,,,,,,,,,,,,,,,,,,
401,09/05/2017 15:00,19,51.5,8.8,,,,,,,,,,,,,,,,,,,,,
402,09/05/2017 16:00,19,50.5,8.5,,,,,,,,,,,,,,,,,,,,,
403,09/05/2017 17:00,19,50.5,8.5,,,,,,,,,,,,,,,,,,,,,
404,09/05/2017 18:00,19,50.5,8.5,,,,,,,,,,,,,,,,,,,,,
405,09/05/2017 19:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
406,09/05/2017 20:00,19,50,8.4,,,,,,,,,,,,,,,,,,,,,
407,09/05/2017 21:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
408,09/05/2017 22:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
409,09/05/2017 23:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
410,10/05/2017 00:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
411,10/05/2017 01:00,18,50.5,7.6,,,,,,,,,,,,,,,,,,,,,
412,10/05/2017 02:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
413,10/05/2017 03:00,18,50,7.4,,,,,,,,,,,,,,,,,,,,,
414,10/05/2017 04:00,18,50.5,7.6,,,,,,,,,,,,,,,,,,,,,
415,10/05/2017 05:00,18,49.5,7.3,,,,,,,,,,,,,,,,,,,,,
416,10/05/2017 06:00,18,50,7.4,,,,,,,,,,,,,,,,,,,,,
417,10/05/2017 07:00,18,48,6.8,,,,,,,,,,,,,,,,,,,,,
418,10/05/2017 08:00,18,50,7.4,,,,,,,,,,,,,,,,,,,,,
419,10/05/2017 09:00,18.5,48.5,7.4,,,,,,,,,,,,,,,,,,,,,
420,10/05/2017 10:00,18.5,49.5,7.7,,,,,,,,,,,,,,,,,,,,,
421,10/05/2017 11:00,19,49.5,8.2,,,,,,,,,,,,,,,,,,,,,
422,10/05/2017 12:00,18.5,49.5,7.7,,,,,,,,,,,,,,,,,,,,,
423,10/05/2017 13:00,19,49.5,8.2,,,,,,,,,,,,,,,,,,,,,
424,10/05/2017 14:00,19,48.5,7.9,,,,,,,,,,,,,,,,,,,,,
425,10/05/2017 15:00,19,49.5,8.2,,,,,,,,,,,,,,,,,,,,,
426,10/05/2017 16:00,19,47.5,7.6,,,,,,,,,,,,,,,,,,,,,
427,10/05/2017 17:00,19,50,8.4,,,,,,,,,,,,,,,,,,,,,
428,10/05/2017 18:00,19,48.5,7.9,,,,,,,,,,,,,,,,,,,,,
429,10/05/2017 19:00,18.5,50,7.9,,,,,,,,,,,,,,,,,,,,,
430,10/05/2017 20:00,19,49.5,8.2,,,,,,,,,,,,,,,,,,,,,
431,10/05/2017 21:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
432,10/05/2017 22:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
433,10/05/2017 23:00,18.5,49.5,7.7,,,,,,,,,,,,,,,,,,,,,
434,11/05/2017 00:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
435,11/05/2017 01:00,18.5,48.5,7.4,,,,,,,,,,,,,,,,,,,,,
436,11/05/2017 02:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
437,11/05/2017 03:00,18.5,48.5,7.4,,,,,,,,,,,,,,,,,,,,,
438,11/05/2017 04:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
439,11/05/2017 05:00,18.5,50,7.9,,,,,,,,,,,,,,,,,,,,,
440,11/05/2017 06:00,18.5,51,8.2,,,,,,,,,,,,,,,,,,,,,
441,11/05/2017 07:00,18.5,52,8.5,,,,,,,,,,,,,,,,,,,,,
442,11/05/2017 08:00,18.5,50.5,8,,,,,,,,,,,,,,,,,,,,,
443,11/05/2017 09:00,18.5,53,8.7,,,,,,,,,,,,,,,,,,,,,
444,11/05/2017 10:00,18.5,54,9,,,,,,,,,,,,,,,,,,,,,
445,11/05/2017 11:00,18.5,52.5,8.6,,,,,,,,,,,,,,,,,,,,,
446,11/05/2017 12:00,18.5,54,9,,,,,,,,,,,,,,,,,,,,,
447,11/05/2017 13:00,18.5,55.5,9.4,,,,,,,,,,,,,,,,,,,,,
448,11/05/2017 14:00,18.5,57,9.8,,,,,,,,,,,,,,,,,,,,,
449,11/05/2017 15:00,18.5,54,9,,,,,,,,,,,,,,,,,,,,,
450,11/05/2017 16:00,18.5,57.5,10,,,,,,,,,,,,,,,,,,,,,
451,11/05/2017 17:00,18.5,59.5,10.5,,,,,,,,,,,,,,,,,,,,,
452,11/05/2017 18:00,19,59.5,10.9,,,,,,,,,,,,,,,,,,,,,
453,11/05/2017 19:00,19,57.5,10.4,,,,,,,,,,,,,,,,,,,,,
454,11/05/2017 20:00,18.5,56.5,9.7,,,,,,,,,,,,,,,,,,,,,
455,11/05/2017 21:00,18.5,60,10.6,,,,,,,,,,,,,,,,,,,,,
456,11/05/2017 22:00,18.5,60.5,10.7,,,,,,,,,,,,,,,,,,,,,
457,11/05/2017 23:00,18.5,60.5,10.7,,,,,,,,,,,,,,,,,,,,,
458,12/05/2017 00:00,18.5,58.5,10.2,,,,,,,,,,,,,,,,,,,,,
459,12/05/2017 01:00,18.5,57.5,10,,,,,,,,,,,,,,,,,,,,,
460,12/05/2017 02:00,18.5,60.5,10.7,,,,,,,,,,,,,,,,,,,,,
461,12/05/2017 03:00,18.5,61.5,11,,,,,,,,,,,,,,,,,,,,,
462,12/05/2017 04:00,18.5,61.5,11,,,,,,,,,,,,,,,,,,,,,
463,12/05/2017 05:00,18.5,60,10.6,,,,,,,,,,,,,,,,,,,,,
464,12/05/2017 06:00,18.5,58,10.1,,,,,,,,,,,,,,,,,,,,,
465,12/05/2017 07:00,18.5,60,10.6,,,,,,,,,,,,,,,,,,,,,
466,12/05/2017 08:00,18.5,61.5,11,,,,,,,,,,,,,,,,,,,,,
467,12/05/2017 09:00,18.5,62,11.1,,,,,,,,,,,,,,,,,,,,,
468,12/05/2017 10:00,18.5,62,11.1,,,,,,,,,,,,,,,,,,,,,
469,12/05/2017 11:00,19,61.5,11.4,,,,,,,,,,,,,,,,,,,,,
470,12/05/2017 12:00,19,59.5,10.9,,,,,,,,,,,,,,,,,,,,,
471,12/05/2017 13:00,19,58.5,10.7,,,,,,,,,,,,,,,,,,,,,
472,12/05/2017 14:00,19,59.5,10.9,,,,,,,,,,,,,,,,,,,,,
473,12/05/2017 15:00,18.5,62,11.1,,,,,,,,,,,,,,,,,,,,,
474,12/05/2017 16:00,19,62,11.6,,,,,,,,,,,,,,,,,,,,,
475,12/05/2017 17:00,19,62.5,11.7,,,,,,,,,,,,,,,,,,,,,
476,12/05/2017 18:00,19,60,11.1,,,,,,,,,,,,,,,,,,,,,
477,12/05/2017 19:00,19,58.5,10.7,,,,,,,,,,,,,,,,,,,,,
478,12/05/2017 20:00,18.5,60.5,10.7,,,,,,,,,,,,,,,,,,,,,
479,12/05/2017 21:00,18.5,62,11.1,,,,,,,,,,,,,,,,,,,,,
480,12/05/2017 22:00,18.5,62,11.1,,,,,,,,,,,,,,,,,,,,,
481,12/05/2017 23:00,19,62,11.6,,,,,,,,,,,,,,,,,,,,,
482,13/05/2017 00:00,19,58.5,10.7,,,,,,,,,,,,,,,,,,,,,
483,13/05/2017 01:00,18.5,60,10.6,,,,,,,,,,,,,,,,,,,,,
484,13/05/2017 02:00,18.5,61.5,11,,,,,,,,,,,,,,,,,,,,,
485,13/05/2017 03:00,18.5,61.5,11,,,,,,,,,,,,,,,,,,,,,
486,13/05/2017 04:00,18.5,58.5,10.2,,,,,,,,,,,,,,,,,,,,,
487,13/05/2017 05:00,18.5,59,10.3,,,,,,,,,,,,,,,,,,,,,
488,13/05/2017 06:00,18.5,61,10.8,,,,,,,,,,,,,,,,,,,,,
489,13/05/2017 07:00,18.5,60.5,10.7,,,,,,,,,,,,,,,,,,,,,
490,13/05/2017 08:00,18.5,57,9.8,,,,,,,,,,,,,,,,,,,,,
491,13/05/2017 09:00,18.5,59,10.3,,,,,,,,,,,,,,,,,,,,,
492,13/05/2017 10:00,19,59,10.8,,,,,,,,,,,,,,,,,,,,,
493,13/05/2017 11:00,19,57.5,10.4,,,,,,,,,,,,,,,,,,,,,
494,13/05/2017 12:00,19,56,10,,,,,,,,,,,,,,,,,,,,,
495,13/05/2017 13:00,19,57.5,10.4,,,,,,,,,,,,,,,,,,,,,
496,13/05/2017 14:00,19.5,56,10.5,,,,,,,,,,,,,,,,,,,,,
497,13/05/2017 15:00,19,55.5,9.9,,,,,,,,,,,,,,,,,,,,,
498,13/05/2017 16:00,19.5,56,10.5,,,,,,,,,,,,,,,,,,,,,
499,13/05/2017 17:00,19.5,53,9.7,,,,,,,,,,,,,,,,,,,,,
500,13/05/2017 18:00,19,55,9.8,,,,,,,,,,,,,,,,,,,,,
501,13/05/2017 19:00,19,55.5,9.9,,,,,,,,,,,,,,,,,,,,,
502,13/05/2017 20:00,19,54,9.5,,,,,,,,,,,,,,,,,,,,,
503,13/05/2017 21:00,19,57.5,10.4,,,,,,,,,,,,,,,,,,,,,
504,13/05/2017 22:00,19,57,10.3,,,,,,,,,,,,,,,,,,,,,
505,13/05/2017 23:00,19,56.5,10.2,,,,,,,,,,,,,,,,,,,,,
506,14/05/2017 00:00,18.5,59.5,10.5,,,,,,,,,,,,,,,,,,,,,
507,14/05/2017 01:00,19,60,11.1,,,,,,,,,,,,,,,,,,,,,
508,14/05/2017 02:00,19,57,10.3,,,,,,,,,,,,,,,,,,,,,
509,14/05/2017 03:00,18.5,60,10.6,,,,,,,,,,,,,,,,,,,,,
510,14/05/2017 04:00,18.5,61.5,11,,,,,,,,,,,,,,,,,,,,,
511,14/05/2017 05:00,19,61,11.3,,,,,,,,,,,,,,,,,,,,,
512,14/05/2017 06:00,18.5,57.5,10,,,,,,,,,,,,,,,,,,,,,
513,14/05/2017 07:00,18.5,60.5,10.7,,,,,,,,,,,,,,,,,,,,,
514,14/05/2017 08:00,18.5,60.5,10.7,,,,,,,,,,,,,,,,,,,,,
515,14/05/2017 09:00,19,58,10.6,,,,,,,,,,,,,,,,,,,,,
516,14/05/2017 10:00,19,57,10.3,,,,,,,,,,,,,,,,,,,,,
517,14/05/2017 11:00,19,59,10.8,,,,,,,,,,,,,,,,,,,,,
518,14/05/2017 12:00,19,58.5,10.7,,,,,,,,,,,,,,,,,,,,,
519,14/05/2017 13:00,19,55,9.8,,,,,,,,,,,,,,,,,,,,,
520,14/05/2017 14:00,19,57,10.3,,,,,,,,,,,,,,,,,,,,,
521,14/05/2017 15:00,19.5,57.5,10.9,,,,,,,,,,,,,,,,,,,,,
522,14/05/2017 16:00,19.5,54.5,10.1,,,,,,,,,,,,,,,,,,,,,
523,14/05/2017 17:00,19,56.5,10.2,,,,,,,,,,,,,,,,,,,,,
524,14/05/2017 18:00,19,57,10.3,,,,,,,,,,,,,,,,,,,,,
525,14/05/2017 19:00,19,55.5,9.9,,,,,,,,,,,,,,,,,,,,,
526,14/05/2017 20:00,19,56,10,,,,,,,,,,,,,,,,,,,,,
527,14/05/2017 21:00,19,57,10.3,,,,,,,,,,,,,,,,,,,,,
528,14/05/2017 22:00,19,55,9.8,,,,,,,,,,,,,,,,,,,,,
529,14/05/2017 23:00,18.5,56.5,9.7,,,,,,,,,,,,,,,,,,,,,
530,15/05/2017 00:00,19,57,10.3,,,,,,,,,,,,,,,,,,,,,
531,15/05/2017 01:00,19,55,9.8,,,,,,,,,,,,,,,,,,,,,
532,15/05/2017 02:00,18.5,57.5,10,,,,,,,,,,,,,,,,,,,,,
533,15/05/2017 03:00,18.5,58,10.1,,,,,,,,,,,,,,,,,,,,,
534,15/05/2017 04:00,19,57,10.3,,,,,,,,,,,,,,,,,,,,,
535,15/05/2017 05:00,18.5,56.5,9.7,,,,,,,,,,,,,,,,,,,,,
536,15/05/2017 06:00,18.5,59.5,10.5,,,,,,,,,,,,,,,,,,,,,
537,15/05/2017 07:00,18.5,60,10.6,,,,,,,,,,,,,,,,,,,,,
538,15/05/2017 08:00,19,59.5,10.9,,,,,,,,,,,,,,,,,,,,,
539,15/05/2017 09:00,19,58.5,10.7,,,,,,,,,,,,,,,,,,,,,
540,15/05/2017 10:00,19,59.5,10.9,,,,,,,,,,,,,,,,,,,,,
541,15/05/2017 11:00,19,60.5,11.2,,,,,,,,,,,,,,,,,,,,,
542,15/05/2017 12:00,19,62,11.6,,,,,,,,,,,,,,,,,,,,,
543,15/05/2017 13:00,19,69,13.2,,,,,,,,,,,,,,,,,,,,,
544,15/05/2017 14:00,19,73.5,14.2,,,,,,,,,,,,,,,,,,,,,
545,15/05/2017 15:00,19,77,14.9,,,,,,,,,,,,,,,,,,,,,
546,15/05/2017 16:00,19,76.5,14.8,,,,,,,,,,,,,,,,,,,,,
547,15/05/2017 17:00,19,75.5,14.6,,,,,,,,,,,,,,,,,,,,,
548,15/05/2017 18:00,19.5,70,13.9,,,,,,,,,,,,,,,,,,,,,
549,15/05/2017 19:00,19,73,14.1,,,,,,,,,,,,,,,,,,,,,
550,15/05/2017 20:00,19.5,68.5,13.6,,,,,,,,,,,,,,,,,,,,,
551,15/05/2017 21:00,19,71,13.6,,,,,,,,,,,,,,,,,,,,,
552,15/05/2017 22:00,19.5,64.5,12.6,,,,,,,,,,,,,,,,,,,,,
553,15/05/2017 23:00,19.5,70,13.9,,,,,,,,,,,,,,,,,,,,,
554,16/05/2017 00:00,19.5,64,12.5,,,,,,,,,,,,,,,,,,,,,
555,16/05/2017 01:00,19.5,69.5,13.8,,,,,,,,,,,,,,,,,,,,,
556,16/05/2017 02:00,19,65,12.3,,,,,,,,,,,,,,,,,,,,,
557,16/05/2017 03:00,19.5,69.5,13.8,,,,,,,,,,,,,,,,,,,,,
558,16/05/2017 04:00,19,68.5,13.1,,,,,,,,,,,,,,,,,,,,,
559,16/05/2017 05:00,19.5,63.5,12.4,,,,,,,,,,,,,,,,,,,,,
560,16/05/2017 06:00,19.5,69,13.7,,,,,,,,,,,,,,,,,,,,,
561,16/05/2017 07:00,19,65,12.3,,,,,,,,,,,,,,,,,,,,,
562,16/05/2017 08:00,19.5,68.5,13.6,,,,,,,,,,,,,,,,,,,,,
563,16/05/2017 09:00,19,66.5,12.6,,,,,,,,,,,,,,,,,,,,,
564,16/05/2017 10:00,19.5,63,12.3,,,,,,,,,,,,,,,,,,,,,
565,16/05/2017 11:00,19.5,69.5,13.8,,,,,,,,,,,,,,,,,,,,,
566,16/05/2017 12:00,19.5,70,13.9,,,,,,,,,,,,,,,,,,,,,
567,16/05/2017 13:00,19,70,13.4,,,,,,,,,,,,,,,,,,,,,
568,16/05/2017 14:00,19,70,13.4,,,,,,,,,,,,,,,,,,,,,
569,16/05/2017 15:00,19,70,13.4,,,,,,,,,,,,,,,,,,,,,
570,16/05/2017 16:00,19,69.5,13.3,,,,,,,,,,,,,,,,,,,,,
571,16/05/2017 17:00,19,67.5,12.9,,,,,,,,,,,,,,,,,,,,,
572,16/05/2017 18:00,19.5,65,12.7,,,,,,,,,,,,,,,,,,,,,
573,16/05/2017 19:00,19.5,64.5,12.6,,,,,,,,,,,,,,,,,,,,,
574,16/05/2017 20:00,19.5,66.5,13.1,,,,,,,,,,,,,,,,,,,,,
575,16/05/2017 21:00,19.5,70,13.9,,,,,,,,,,,,,,,,,,,,,
576,16/05/2017 22:00,19.5,70.5,14,,,,,,,,,,,,,,,,,,,,,
577,16/05/2017 23:00,19.5,70.5,14,,,,,,,,,,,,,,,,,,,,,
578,17/05/2017 00:00,19,70.5,13.5,,,,,,,,,,,,,,,,,,,,,
579,17/05/2017 01:00,19,70,13.4,,,,,,,,,,,,,,,,,,,,,
580,17/05/2017 02:00,19,69,13.2,,,,,,,,,,,,,,,,,,,,,
581,17/05/2017 03:00,19,65,12.3,,,,,,,,,,,,,,,,,,,,,
582,17/05/2017 04:00,19.5,65,12.7,,,,,,,,,,,,,,,,,,,,,
583,17/05/2017 05:00,19.5,70,13.9,,,,,,,,,,,,,,,,,,,,,
584,17/05/2017 06:00,19,70,13.4,,,,,,,,,,,,,,,,,,,,,
585,17/05/2017 07:00,19.5,64.5,12.6,,,,,,,,,,,,,,,,,,,,,
586,17/05/2017 08:00,19.5,69.5,13.8,,,,,,,,,,,,,,,,,,,,,
587,17/05/2017 09:00,19,68.5,13.1,,,,,,,,,,,,,,,,,,,,,
588,17/05/2017 10:00,19.5,63.5,12.4,,,,,,,,,,,,,,,,,,,,,
589,17/05/2017 11:00,19.5,69.5,13.8,,,,,,,,,,,,,,,,,,,,,
590,17/05/2017 12:00,19.5,70,13.9,,,,,,,,,,,,,,,,,,,,,
591,17/05/2017 13:00,19,69.5,13.3,,,,,,,,,,,,,,,,,,,,,
592,17/05/2017 14:00,19,69.5,13.3,,,,,,,,,,,,,,,,,,,,,
593,17/05/2017 15:00,19,68.5,13.1,,,,,,,,,,,,,,,,,,,,,
594,17/05/2017 16:00,19,65.5,12.4,,,,,,,,,,,,,,,,,,,,,
595,17/05/2017 17:00,19,62.5,11.7,,,,,,,,,,,,,,,,,,,,,
596,17/05/2017 18:00,19.5,62,12,,,,,,,,,,,,,,,,,,,,,
597,17/05/2017 19:00,19.5,61,11.8,,,,,,,,,,,,,,,,,,,,,
598,17/05/2017 20:00,19.5,60.5,11.7,,,,,,,,,,,,,,,,,,,,,
599,17/05/2017 21:00,19.5,60.5,11.7,,,,,,,,,,,,,,,,,,,,,
600,17/05/2017 22:00,19.5,60,11.5,,,,,,,,,,,,,,,,,,,,,
601,17/05/2017 23:00,19.5,60,11.5,,,,,,,,,,,,,,,,,,,,,
602,18/05/2017 00:00,19.5,61.5,11.9,,,,,,,,,,,,,,,,,,,,,
603,18/05/2017 01:00,19.5,62,12,,,,,,,,,,,,,,,,,,,,,
604,18/05/2017 02:00,19.5,62.5,12.2,,,,,,,,,,,,,,,,,,,,,
605,18/05/2017 03:00,19.5,62,12,,,,,,,,,,,,,,,,,,,,,
606,18/05/2017 04:00,19.5,62,12,,,,,,,,,,,,,,,,,,,,,
607,18/05/2017 05:00,19,61.5,11.4,,,,,,,,,,,,,,,,,,,,,
608,18/05/2017 06:00,19,58,10.6,,,,,,,,,,,,,,,,,,,,,
609,18/05/2017 07:00,19.5,59.5,11.4,,,,,,,,,,,,,,,,,,,,,
610,18/05/2017 08:00,19,60,11.1,,,,,,,,,,,,,,,,,,,,,
611,18/05/2017 09:00,19,60.5,11.2,,,,,,,,,,,,,,,,,,,,,
612,18/05/2017 10:00,19,61,11.3,,,,,,,,,,,,,,,,,,,,,
613,18/05/2017 11:00,19,61,11.3,,,,,,,,,,,,,,,,,,,,,
614,18/05/2017 12:00,19,61,11.3,,,,,,,,,,,,,,,,,,,,,
615,18/05/2017 13:00,19.5,61.5,11.9,,,,,,,,,,,,,,,,,,,,,
616,18/05/2017 14:00,19.5,61.5,11.9,,,,,,,,,,,,,,,,,,,,,
617,18/05/2017 15:00,19.5,60,11.5,,,,,,,,,,,,,,,,,,,,,
618,18/05/2017 16:00,19.5,57,10.8,,,,,,,,,,,,,,,,,,,,,
619,18/05/2017 17:00,19.5,57,10.8,,,,,,,,,,,,,,,,,,,,,
620,18/05/2017 18:00,19.5,56,10.5,,,,,,,,,,,,,,,,,,,,,
621,18/05/2017 19:00,19.5,56.5,10.6,,,,,,,,,,,,,,,,,,,,,
622,18/05/2017 20:00,19.5,56.5,10.6,,,,,,,,,,,,,,,,,,,,,
623,18/05/2017 21:00,19,57,10.3,,,,,,,,,,,,,,,,,,,,,
624,18/05/2017 22:00,19,57.5,10.4,,,,,,,,,,,,,,,,,,,,,
625,18/05/2017 23:00,19,58,10.6,,,,,,,,,,,,,,,,,,,,,
626,19/05/2017 00:00,19,59,10.8,,,,,,,,,,,,,,,,,,,,,
627,19/05/2017 01:00,19,58,10.6,,,,,,,,,,,,,,,,,,,,,
628,19/05/2017 02:00,19,58,10.6,,,,,,,,,,,,,,,,,,,,,
629,19/05/2017 03:00,19,58,10.6,,,,,,,,,,,,,,,,,,,,,
630,19/05/2017 04:00,19,57.5,10.4,,,,,,,,,,,,,,,,,,,,,
631,19/05/2017 05:00,19.5,57.5,10.9,,,,,,,,,,,,,,,,,,,,,
632,19/05/2017 06:00,19,57.5,10.4,,,,,,,,,,,,,,,,,,,,,
